"design","session_id","shiny_token","ts","event","viz_tab","scatter_x","scatter_y","bar_var","dragon_species"
"coffee_dashboard_with_llm","2e30cb3406d8a356a04706087b7afcbd","2e30cb3406d8a356a04706087b7afcbd","2026-09-08 15:17:27.720","coffee_types","Scatter","price_per_kg_usd","altitude_m","price_per_kg_usd","Bourbon"
"coffee_dashboard_with_llm","2e30cb3406d8a356a04706087b7afcbd","2e30cb3406d8a356a04706087b7afcbd","2026-09-08 15:17:28.929","coffee_types","Scatter","price_per_kg_usd","altitude_m","price_per_kg_usd","Bourbon, Catuai"
"coffee_dashboard_with_llm","2e30cb3406d8a356a04706087b7afcbd","2e30cb3406d8a356a04706087b7afcbd","2026-09-08 15:17:29.965","coffee_types","Scatter","price_per_kg_usd","altitude_m","price_per_kg_usd","Bourbon, Catuai, Caturra"
"coffee_dashboard_with_llm","2e30cb3406d8a356a04706087b7afcbd","2e30cb3406d8a356a04706087b7afcbd","2026-09-08 15:17:31.174","coffee_types","Scatter","price_per_kg_usd","altitude_m","price_per_kg_usd","Bourbon, Catuai, Caturra, Gesha"
"coffee_dashboard_with_llm","2e30cb3406d8a356a04706087b7afcbd","2e30cb3406d8a356a04706087b7afcbd","2026-09-08 15:17:32.340","coffee_types","Scatter","price_per_kg_usd","altitude_m","price_per_kg_usd","Bourbon, Catuai, Caturra, Gesha, Typica"
"coffee_dashboard_with_llm","2e30cb3406d8a356a04706087b7afcbd","2e30cb3406d8a356a04706087b7afcbd","2026-09-08 15:17:36.613","coffee_types","Scatter","price_per_kg_usd","altitude_m","price_per_kg_usd","Catuai, Caturra, Gesha, Typica"
"coffee_dashboard_with_llm","2e30cb3406d8a356a04706087b7afcbd","2e30cb3406d8a356a04706087b7afcbd","2026-09-08 15:17:38.999","coffee_types","Scatter","price_per_kg_usd","altitude_m","price_per_kg_usd","Catuai, Gesha, Typica"
"coffee_dashboard_with_llm","2e30cb3406d8a356a04706087b7afcbd","2e30cb3406d8a356a04706087b7afcbd","2026-09-08 15:17:41.096","coffee_types","Scatter","price_per_kg_usd","altitude_m","price_per_kg_usd","Catuai, Gesha"
"coffee_dashboard_with_llm","2e30cb3406d8a356a04706087b7afcbd","2e30cb3406d8a356a04706087b7afcbd","2026-09-08 15:17:50.433","coffee_types","Scatter","price_per_kg_usd","altitude_m","price_per_kg_usd","Gesha"
"coffee_dashboard_with_llm","2e30cb3406d8a356a04706087b7afcbd","2e30cb3406d8a356a04706087b7afcbd","2026-09-08 15:25:06.186","scatter_x","Scatter","yield_kg_per_ha","altitude_m","price_per_kg_usd","Gesha"
"coffee_dashboard_with_llm","2e30cb3406d8a356a04706087b7afcbd","2e30cb3406d8a356a04706087b7afcbd","2026-09-08 15:25:07.462","scatter_y","Scatter","yield_kg_per_ha","price_per_kg_usd","price_per_kg_usd","Gesha"
"coffee_dashboard_with_llm","2e30cb3406d8a356a04706087b7afcbd","2e30cb3406d8a356a04706087b7afcbd","2026-09-08 15:25:09.644","coffee_types","Scatter","yield_kg_per_ha","price_per_kg_usd","price_per_kg_usd","All Varietals, Gesha"
"coffee_dashboard_with_llm","2e30cb3406d8a356a04706087b7afcbd","2e30cb3406d8a356a04706087b7afcbd","2026-09-08 15:25:10.668","coffee_types","Scatter","yield_kg_per_ha","price_per_kg_usd","price_per_kg_usd","All Varietals"
"coffee_dashboard_with_llm","2e30cb3406d8a356a04706087b7afcbd","2e30cb3406d8a356a04706087b7afcbd","2026-09-08 15:25:21.961","scatter_x","Scatter","price_per_kg_usd","price_per_kg_usd","price_per_kg_usd","All Varietals"
"coffee_dashboard_with_llm","2e30cb3406d8a356a04706087b7afcbd","2e30cb3406d8a356a04706087b7afcbd","2026-09-08 15:25:24.198","scatter_y","Scatter","price_per_kg_usd","altitude_m","price_per_kg_usd","All Varietals"
